year,id,display_name,works_count,category,related_concepts
2016,https://openalex.org/T13083,Advanced Text Analysis Techniques,7151,Graph & Network,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10237,Cryptography and Data Security,7024,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11512,Anomaly Detection Techniques and Applications,6504,Computer Vision,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10052,Medical Image Segmentation Techniques,6340,AI in Healthcare,"[{""id"": ""https://openalex.org/T10888"", ""display_name"": ""Augmented Reality Applications"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11019"", ""display_name"": ""Image Enhancement Techniques"", ""category"": ""Computer Vision""}, {""id"": ""https://openalex.org/T13579"", ""display_name"": ""Image and Video Stabilization"", ""category"": ""Computer Vision""}]"
2016,https://openalex.org/T10111,Remote Sensing in Agriculture,6338,Computer Vision,"[{""id"": ""https://openalex.org/T13490"", ""display_name"": ""Aquatic Ecosystems and Biodiversity"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12073"", ""display_name"": ""Isotope Analysis in Ecology"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10199"", ""display_name"": ""Wildlife Ecology and Conservation"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T12697,Water Quality Monitoring Technologies,6068,Computer Vision,"[{""id"": ""https://openalex.org/T13804"", ""display_name"": ""Physical Activity and Education Research"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12911"", ""display_name"": ""Water Resources and Sustainability"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12724"", ""display_name"": ""Water-Energy-Food Nexus Studies"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11710,Biomedical Text Mining and Ontologies,6015,AI in Healthcare,"[{""id"": ""https://openalex.org/T10207"", ""display_name"": ""Advanced biosensing and bioanalysis techniques"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12412"", ""display_name"": ""Enzyme function and inhibition"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10066"", ""display_name"": ""Gut microbiota and health"", ""category"": ""AI in Healthcare""}]"
2016,https://openalex.org/T10885,Gene expression and cancer classification,5979,AI in Healthcare,"[{""id"": ""https://openalex.org/T10207"", ""display_name"": ""Advanced biosensing and bioanalysis techniques"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12412"", ""display_name"": ""Enzyme function and inhibition"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10066"", ""display_name"": ""Gut microbiota and health"", ""category"": ""AI in Healthcare""}]"
2016,https://openalex.org/T11269,Algorithms and Data Compression,5882,AI in Healthcare,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11595,Textile materials and evaluations,5766,Machine Learning,"[{""id"": ""https://openalex.org/T10389"", ""display_name"": ""Polymer crystallization and properties"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10660"", ""display_name"": ""Conducting polymers and applications"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11360"", ""display_name"": ""Flame retardant materials and properties"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10689,Remote-Sensing Image Classification,5742,Computer Vision,"[{""id"": ""https://openalex.org/T11479"", ""display_name"": ""Smart Cities and Technologies"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T14145"", ""display_name"": ""Diverse Cultural Media Analysis"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12124"", ""display_name"": ""Engineering Education and Curriculum Development"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10100,Metaheuristic Optimization Algorithms Research,5712,Optimization & Theory,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T12016,Web Data Mining and Analysis,5505,Computer Vision,"[{""id"": ""https://openalex.org/T14414"", ""display_name"": ""Artificial Intelligence in Education"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12863"", ""display_name"": ""Web and Library Services"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11800"", ""display_name"": ""User Authentication and Security Systems"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10201,Speech Recognition and Synthesis,5447,Natural Language Processing,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T13373,Data Mining and Machine Learning Applications,5247,Machine Learning,"[{""id"": ""https://openalex.org/T14414"", ""display_name"": ""Artificial Intelligence in Education"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12863"", ""display_name"": ""Web and Library Services"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11800"", ""display_name"": ""User Authentication and Security Systems"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11598,Internet Traffic Analysis and Secure E-voting,5194,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10682,Quantum Computing Algorithms and Architecture,5178,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10764,Privacy-Preserving Technologies in Data,5166,Explainable & Trustworthy AI,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T13717,Advanced Algorithms and Applications,5117,Robotics & Control,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T10711,Target Tracking and Data Fusion in Sensor Networks,5084,Computer Vision,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T13674,Computer Science and Engineering,5032,Computer Vision,"[{""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T14470,Advanced Data Processing Techniques,4908,Robotics & Control,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T11901,Bayesian Methods and Mixture Models,4790,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10524,Traffic control and management,4732,Machine Learning,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T10392,Cutaneous Melanoma Detection and Management,4669,AI in Healthcare,"[{""id"": ""https://openalex.org/T14364"", ""display_name"": ""Clusterin in disease pathology"", ""category"": ""AI in Healthcare""}, {""id"": ""https://openalex.org/T10178"", ""display_name"": ""Cancer survivorship and care"", ""category"": ""AI in Healthcare""}, {""id"": ""https://openalex.org/T12505"", ""display_name"": ""Peptidase Inhibition and Analysis"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10799,Data Visualization and Analytics,4642,Computer Vision,"[{""id"": ""https://openalex.org/T10888"", ""display_name"": ""Augmented Reality Applications"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11019"", ""display_name"": ""Image Enhancement Techniques"", ""category"": ""Computer Vision""}, {""id"": ""https://openalex.org/T13579"", ""display_name"": ""Image and Video Stabilization"", ""category"": ""Computer Vision""}]"
2016,https://openalex.org/T12006,Ergonomics and Musculoskeletal Disorders,4476,Computer Vision,"[{""id"": ""https://openalex.org/T13542"", ""display_name"": ""Grit, Self-Efficacy, and Motivation"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11400"", ""display_name"": ""Motivation and Self-Concept in Sports"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12753"", ""display_name"": ""Psychology, Coaching, and Therapy"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T12031,Speech and dialogue systems,4466,Natural Language Processing,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11975,Evolutionary Algorithms and Applications,4400,Optimization & Theory,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10571,Robotic Mechanisms and Dynamics,4303,Robotics & Control,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T10812,Human Pose and Action Recognition,4172,Computer Vision,"[{""id"": ""https://openalex.org/T10888"", ""display_name"": ""Augmented Reality Applications"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11019"", ""display_name"": ""Image Enhancement Techniques"", ""category"": ""Computer Vision""}, {""id"": ""https://openalex.org/T13579"", ""display_name"": ""Image and Video Stabilization"", ""category"": ""Computer Vision""}]"
2016,https://openalex.org/T10653,Robot Manipulation and Learning,4159,Robotics & Control,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T11053,Process Optimization and Integration,4156,Optimization & Theory,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10791"", ""display_name"": ""Advanced Control Systems Optimization"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T10862,AI in cancer detection,4033,AI in Healthcare,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11396,Artificial Intelligence in Healthcare,3913,AI in Healthcare,"[{""id"": ""https://openalex.org/T13960"", ""display_name"": ""Dietetics, Nutrition, and Education"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T13243"", ""display_name"": ""Innovation in Digital Healthcare Systems"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12871"", ""display_name"": ""Healthcare Quality and Management"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T14435,Information Retrieval and Data Mining,3873,Graph & Network,"[{""id"": ""https://openalex.org/T14414"", ""display_name"": ""Artificial Intelligence in Education"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12863"", ""display_name"": ""Web and Library Services"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11800"", ""display_name"": ""User Authentication and Security Systems"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11550,Text and Document Classification Technologies,3871,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11749,Iterative Learning Control Systems,3810,Optimization & Theory,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T12254,Machine Learning in Bioinformatics,3771,AI in Healthcare,"[{""id"": ""https://openalex.org/T10207"", ""display_name"": ""Advanced biosensing and bioanalysis techniques"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12412"", ""display_name"": ""Enzyme function and inhibition"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10066"", ""display_name"": ""Gut microbiota and health"", ""category"": ""AI in Healthcare""}]"
2016,https://openalex.org/T10220,Machine Fault Diagnosis Techniques,3654,AI in Healthcare,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T10664,Sentiment Analysis and Opinion Mining,3630,Natural Language Processing,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11948,Machine Learning in Materials Science,3459,Machine Learning,"[{""id"": ""https://openalex.org/T10310"", ""display_name"": ""Corrosion Behavior and Inhibition"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12358"", ""display_name"": ""Thermal and Kinetic Analysis"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12875"", ""display_name"": ""Thermal Expansion and Ionic Conductivity"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11303,Bayesian Modeling and Causal Inference,3411,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11347,Neural Networks Stability and Synchronization,3397,Machine Learning,"[{""id"": ""https://openalex.org/T10317"", ""display_name"": ""Advanced Database Systems and Queries"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12127"", ""display_name"": ""Software System Performance and Reliability"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10796"", ""display_name"": ""Cooperative Communication and Network Coding"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10036,Advanced Neural Network Applications,3198,Computer Vision,"[{""id"": ""https://openalex.org/T10888"", ""display_name"": ""Augmented Reality Applications"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11019"", ""display_name"": ""Image Enhancement Techniques"", ""category"": ""Computer Vision""}, {""id"": ""https://openalex.org/T13579"", ""display_name"": ""Image and Video Stabilization"", ""category"": ""Computer Vision""}]"
2016,https://openalex.org/T10972,Power Systems Fault Detection,3128,Machine Learning,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}, {""id"": ""https://openalex.org/T10791"", ""display_name"": ""Advanced Control Systems Optimization"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T14270,Simulation and Modeling Applications,3111,Optimization & Theory,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T12262,Hate Speech and Cyberbullying Detection,3035,Natural Language Processing,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T12072,Machine Learning and Algorithms,3008,Computer Vision,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10456,Multi-Agent Systems and Negotiation,2929,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T12549,Image and Object Detection Techniques,2926,Computer Vision,"[{""id"": ""https://openalex.org/T10888"", ""display_name"": ""Augmented Reality Applications"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11019"", ""display_name"": ""Image Enhancement Techniques"", ""category"": ""Computer Vision""}, {""id"": ""https://openalex.org/T13579"", ""display_name"": ""Image and Video Stabilization"", ""category"": ""Computer Vision""}]"
2016,https://openalex.org/T11902,Intelligent Tutoring Systems and Adaptive Learning,2892,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T12535,Machine Learning and Data Classification,2815,Optimization & Theory,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11479,Smart Cities and Technologies,2734,Machine Learning,"[{""id"": ""https://openalex.org/T10689"", ""display_name"": ""Remote-Sensing Image Classification"", ""category"": ""Computer Vision""}, {""id"": ""https://openalex.org/T14145"", ""display_name"": ""Diverse Cultural Media Analysis"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12124"", ""display_name"": ""Engineering Education and Curriculum Development"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T12761,Data Stream Mining Techniques,2726,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T10637,Advanced Clustering Algorithms Research,2704,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T12709,Optimization and Mathematical Programming,2660,Optimization & Theory,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
2016,https://openalex.org/T13643,Artificial Intelligence in Law,2629,Natural Language Processing,"[{""id"": ""https://openalex.org/T14133"", ""display_name"": ""Border Security and International Relations"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T14338"", ""display_name"": ""Leadership, Human Resources, Global Affairs"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T13726"", ""display_name"": ""International Science and Diplomacy"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11652,Imbalanced Data Classification Techniques,2595,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11206,Model Reduction and Neural Networks,2570,Machine Learning,"[{""id"": ""https://openalex.org/T11575"", ""display_name"": ""Nonlinear Photonic Systems"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10064"", ""display_name"": ""Complex Network Analysis Techniques"", ""category"": ""Graph & Network""}, {""id"": ""https://openalex.org/T11520"", ""display_name"": ""Advanced Thermodynamics and Statistical Mechanics"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T11574,Artificial Intelligence in Games,2537,Machine Learning,"[{""id"": ""https://openalex.org/T13674"", ""display_name"": ""Computer Science and Engineering"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12380"", ""display_name"": ""Authorship Attribution and Profiling"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10951"", ""display_name"": ""Cryptographic Implementations and Security"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T13204,Competitive and Knowledge Intelligence,2374,Machine Learning,"[{""id"": ""https://openalex.org/T11552"", ""display_name"": ""Global trade, sustainability, and social impact"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T12958"", ""display_name"": ""Digital Economy and Transformation"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T13191"", ""display_name"": ""Dispute Resolution and Class Actions"", ""category"": ""Machine Learning""}]"
2016,https://openalex.org/T12804,Thermal Analysis in Power Transmission,2318,Optimization & Theory,"[{""id"": ""https://openalex.org/T14011"", ""display_name"": ""Elevator Systems and Control"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T10972"", ""display_name"": ""Power Systems Fault Detection"", ""category"": ""Machine Learning""}, {""id"": ""https://openalex.org/T11053"", ""display_name"": ""Process Optimization and Integration"", ""category"": ""Optimization & Theory""}]"
